station_index,latitude,longitude,date_time,time_zone,aqi,city_name,city_url,dominant_pollution,pollution_co,pollution_dew,pollution_h,pollution_o3,pollution_p,pollution_pm10,pollution_pm25,pollution_r,pollution_so2,pollution_t
9490,5.337598,100.214721,2019-10-06 13:00:00,+08:00,54,https://aqicn.org/city/malaysia/pulau-pinang/balik-pulau,,,,23.5,,,,,,,,
9491,2.370925,102.224592,2019-10-06 13:00:00,+08:00,61,https://aqicn.org/city/malaysia/melaka/alor-gajah,,,,21.5,,,,,,,,
9492,2.493914,102.862694,2019-10-06 13:00:00,+08:00,55,https://aqicn.org/city/malaysia/johor/segamat,,,,22.3,66,,1012.1,,,0.7,,29.3
9493,1.919323,102.866618,2019-10-06 13:00:00,+08:00,57,https://aqicn.org/city/malaysia/johor/batu-pahat,,,,,,,,,,,,
9494,2.037882,103.312063,2019-10-06 13:00:00,+08:00,54,https://aqicn.org/city/malaysia/johor/kluang,,,,22.6,94.7,,1006.6,,,0.1,,23.5
9495,1.389489,104.149586,2019-10-06 13:00:00,+08:00,50,https://aqicn.org/city/malaysia/johor/pengerang,,,,20.5,50.5,,,,,,,
9496,2.926645,103.419198,2019-10-06 13:00:00,+08:00,59,https://aqicn.org/city/malaysia/pahang/rompin,,,,22.2,95.3,,1006.5,,,99.6,,
9497,3.471603,102.376406,2019-10-06 13:00:00,+08:00,56,https://aqicn.org/city/malaysia/pahang/temerloh,,,,,48.5,,1012.2,,,,,32.5
9498,5.748449,102.515632,2019-10-06 13:00:00,+08:00,56,https://aqicn.org/city/malaysia/terengganu/besut,,,,25.2,75.1,,1011.9,,,,,30.1
9499,5.538225,115.850556,2019-10-06 13:00:00,+08:00,16,https://aqicn.org/city/malaysia/sabah/kimanis,,,,,,,,,,,,
9500,3.537059,113.295168,2019-10-06 13:00:00,+08:00,52,https://aqicn.org/city/malaysia/sarawak/samalaju,,,,25.8,79.6,,1008.3,,,7.9,,29.7
9501,2.883238,112.019742,2019-10-06 13:00:00,+08:00,32,https://aqicn.org/city/malaysia/sarawak/mukah,,,,24.3,84.2,,,,,,,27.2
9502,,,1970-01-01 00:00:00,+04:30,-,http://aqicn.org/city/iran/tehran/baharan/,,,,,,,,,,,,
9503,,,2018-06-09 10:00:00,+04:30,55,http://aqicn.org/city/iran/tehran/sadr/,,o3,1.8,,,55,,,24,,3,
9504,,,1970-01-01 00:00:00,+04:30,-,http://aqicn.org/city/iran/tehran/sheikh-safi/,,,,,,,,,,,,
9505,20.257269,100.040405,,+07:00,-,https://aqicn.org/city/thailand/chiangrai---gaia-station-05,,,,,,,,,,,,
9506,42.1941083,-122.70864,2019-10-05 21:00:00,-07:00,18,https://aqicn.org/city/usa/oregon/ashland-fire-department,,pm25,,,,28.9,1024.9,,18,,,7.7
9507,48.374739,-119.5687563,2018-09-01 21:00:00,-07:00,63,http://aqicn.org/city/usa/washington/mobile/okanogan2/,,pm25,,,33.3,,1007.8,,63,,,26.4
9508,47.498535,-122.278385,2019-10-05 20:00:00,-07:00,33,https://aqicn.org/city/usa/washington/tukwilla-allentown,,pm25,2.6,,,9.6,1029.1,,33,,1.5,
9509,46.474438,-117.614764,2019-10-05 21:00:00,-07:00,45,https://aqicn.org/city/usa/washington/mobile/pomeroy,,pm25,,,,,1028.5,,45,,,9.4
9510,47.24126,-119.84595,2019-10-05 18:00:00,-07:00,7,https://aqicn.org/city/usa/washington/quincy/3rd-ave-ne,,pm25,,,,,,,7,,,
9511,47.22634,-122.46256,2019-10-05 20:00:00,-07:00,59,https://aqicn.org/city/usa/washington/tacoma/s-36th-st,,pm25,,,91.5,,1029.2,,59,,,9.1
9512,46.66186,-123.7916,2019-07-25 10:00:00,-07:00,17,https://aqicn.org/city/usa/washington/south-bend-1st,,pm25,,,78.3,,1019.5,,17,,,
9513,40.5169,-88.9975,2019-10-05 22:00:00,-06:00,27,https://aqicn.org/city/usa/illinois/normal,,pm25,,,,26.4,1014.6,,27,,,15.5
9514,39.0242,-95.7114,2019-10-05 23:00:00,-06:00,25,https://aqicn.org/city/usa/kansas/kni-topeka,,pm25,,,76.7,2.4,,5,25,,,10.5
9515,34.093899,-80.962196,2019-10-05 23:00:00,-05:00,24,https://aqicn.org/city/usa/south-carolina/parklane,,pm25,0.4,,,13.6,1019.9,,24,,1.5,16.3
9516,41.5144,-90.5172,2019-10-05 22:00:00,-06:00,28,https://aqicn.org/city/usa/illinois/rock_is,,pm25,,,,13.6,1014.3,,28,,,
9517,47.594395,-115.323746,2019-10-05 21:00:00,-07:00,134,https://aqicn.org/city/usa/montana/thompson-falls-hs,,pm25,,,,,1025.1,15,134,,,
9518,35.8652,-78.8197,2019-10-05 23:00:00,-05:00,30,https://aqicn.org/city/usa/north-carolina/triple-oak-near-road,,pm25,1.9,,76.5,,1014.3,,30,,,16.6
9519,39.146025,-84.538375,2019-10-06 00:00:00,-05:00,69,https://aqicn.org/city/usa/ohio/cincinnati-near-road,,pm25,10.6,,79.4,,1015.8,,69,,,16.6
9520,33.5453,-86.5492,2019-10-05 23:00:00,-06:00,24,https://aqicn.org/city/usa/alabama/leeds,,pm25,,,94.5,23.3,1019.2,,24,,,
9521,39.101439,-90.344494,2019-10-05 22:00:00,-06:00,57,https://aqicn.org/city/usa/illinois/jerseyvl,,pm25,,,87.1,11.2,1014.6,,57,,,19.4
9522,38.1761,-89.7883,2019-10-05 22:00:00,-06:00,26,https://aqicn.org/city/usa/illinois/houston,,o3,,,,25.6,1015.2,,,,,
9523,42.0603,-87.8631,2019-10-05 22:00:00,-06:00,18,https://aqicn.org/city/usa/illinois/desplns,,o3,,,90.3,18.4,1012.3,,,,,14.4
9524,38.346258,-81.621161,2019-10-05 21:00:00,-05:00,26,https://aqicn.org/city/usa/west-virginia/charleston,,o3,,,,26.4,1019.2,,9,,,
9525,38.088902,-88.625,2019-10-05 22:00:00,-06:00,39,https://aqicn.org/city/usa/illinois/knight_p,,o3,,,,39.2,1015.2,,26,,,
9526,41.18222,-104.778336,2019-10-05 22:00:00,-07:00,34,https://aqicn.org/city/usa/wyoming/cheyenne-ncore,,o3,1.4,,35.4,33.6,1031.2,5,25,,2.9,8.8
9527,,,1970-01-01 00:00:00,-0500,-,http://aqicn.org/city/usa/maine/carrabassett-valley-town-office/,,,,,,,,,,,,
9528,35.912487,-82.062082,2019-10-05 23:00:00,-05:00,21,https://aqicn.org/city/usa/north-carolina/spruce-pine,,pm25,,,86.5,,1025.8,,21,,,12.7
9529,35.213171,-80.874084,2019-10-06 00:00:00,-05:00,13,https://aqicn.org/city/usa/north-carolina/remount,,pm25,,,,,1025.3,,13,,,
9530,36.804669,-94.725024,2018-10-18 09:00:00,-06:00,15,https://aqicn.org/city/usa/oklahoma/mobile-wyandotte,,o3,,,52,15.2,1033.1,6,10,,,15.7
9531,36.1857,-85.4921,2019-10-05 22:00:00,-06:00,42,https://aqicn.org/city/usa/tennessee/cookeville,,pm25,,,,,1017.2,,42,,,21.1
9532,35.65188,-87.0096,2019-10-05 22:00:00,-06:00,46,https://aqicn.org/city/usa/tennessee/columbia,,pm25,,,75.8,,1016.5,,46,,,23.6
9533,36.5144,-87.3278,2019-10-05 22:00:00,-06:00,17,https://aqicn.org/city/usa/tennessee/clarksville,,pm25,,,80.7,,1014.6,,17,,,
9534,42.846297,-106.27767,2018-01-25 15:00:00,-07:00,34,http://aqicn.org/city/usa/wyoming/casper-mobile/,,o3,,,9.4,34.4,,10,17,,1.5,-15.1
9535,41.7714,-88.1522,2019-10-05 22:00:00,-06:00,28,https://aqicn.org/city/usa/illinois/naperville,,pm25,,,94.3,,1011.4,,28,,,14.4
9536,45.013611,-93.272049,2019-10-05 23:00:00,-06:00,5,https://aqicn.org/city/usa/minnesota/minneapolis-bottineau/marshall-terrace,,pm10,,,,,,5,,,,
9537,47.8679,-104.676864,2019-10-05 21:00:00,-07:00,23,https://aqicn.org/city/usa/montana/sidney-201,,o3,,,,23.3,1011.8,4,3,,,
9538,41.23172,-80.80116,2019-10-06 00:00:00,-05:00,21,https://aqicn.org/city/usa/ohio/youngstown-laird-ave.,,pm25,,,,,974.6,,21,,,11.3
9539,41.302831,-105.586,2018-04-04 14:00:00,-07:00,40,http://aqicn.org/city/usa/wyoming/laramie-mobile/,,o3,,,16.4,40,,24,25,,1.5,-7.5
9540,44.80353,-106.961763,2018-09-18 07:00:00,-07:00,16,https://aqicn.org/city/usa/wyoming/sheridan-mobile,,pm10,,,41.7,4.8,1012.3,16,5,,1.5,8
9541,47.940861,-101.571583,2019-10-05 22:00:00,-06:00,19,https://aqicn.org/city/usa/north-dakota/ryder,,o3,,,,19.2,1005.9,5,13,,1.5,8.8
9542,37.906227,126.73108,2019-10-06 13:00:00,+09:00,34,https://aqicn.org/city/korea/gyeonggi/paju,,o3,1.2,,51,33.6,1022.3,9,25,0.6,1.5,20.9
9543,37.666362,126.886708,2019-10-06 14:00:00,+09:00,39,https://aqicn.org/city/korea/gyeonggi/goyang-si-sinwon-dong,,o3,2.3,,51,39.2,1022.3,9,21,0.6,2.9,20.9
9544,35.851204,128.511529,2019-10-06 14:00:00,+09:00,38,https://aqicn.org/city/korea/daegu/igok-dong,,pm25,4.5,,52,24.1,1023.1,20,38,39.5,1.5,19.9
9545,36.446611,127.11915,2019-10-06 14:00:00,+09:00,32,https://aqicn.org/city/korea/chungnam/gongjusi-gongju,,o3,2.3,,,32,,12,17,,2.9,
9546,36.275495,126.911297,2019-10-06 14:00:00,+09:00,46,https://aqicn.org/city/korea/chungnam/buyeo-gun-buyeo,,pm25,3.4,,52,32.8,1021.7,11,46,10,2.9,22.7
9547,36.199272,127.086981,2019-10-06 14:00:00,+09:00,33,https://aqicn.org/city/korea/chungnam/nonsansi-nonsan,,o3,3.4,,52,32.8,1021.7,20,25,10,2.9,22.7
9548,36.869739,126.280761,2019-10-06 14:00:00,+09:00,31,https://aqicn.org/city/korea/chungnam/taeangun-myeon,,o3,3.4,,57,31.2,1021.5,20,5,9.6,2.9,22
9549,36.746095,126.302474,2019-10-06 14:00:00,+09:00,34,https://aqicn.org/city/korea/chungnam/taeangun-eup,,o3,3.4,,57,33.6,1021.5,31,30,9.6,4.3,22
9550,36.687115,126.832093,2019-10-06 14:00:00,+09:00,30,https://aqicn.org/city/korea/chungnam/yesangun,,o3,3.4,,61,29.6,1021.2,14,21,11.9,4.3,21.3
9551,36.353251,126.589768,2019-10-06 14:00:00,+09:00,38,https://aqicn.org/city/korea/chungnam/boryeong-si-daecheon-2dong,,pm25,2.3,,56,32.8,1020.6,17,38,3.5,4.3,23.6
9552,36.597702,126.655133,2019-10-06 14:00:00,+09:00,29,https://aqicn.org/city/korea/chungnam/hongseonggun-eup,,o3,3.4,,61,28.9,1021.2,10,13,11.9,5.8,21.3
9553,36.994135,127.604512,2019-10-06 14:00:00,+09:00,61,https://aqicn.org/city/korea/chungbuk/geumwang,,pm25,4.5,10.2,,34.4,,18,61,,1.5,
9554,36.305084,127.570789,2019-10-06 14:00:00,+09:00,34,https://aqicn.org/city/korea/chungbuk/okcheon-gun-okcheon-eup,,pm25,1.2,,58,31.2,1022.4,16,34,11,2.9,21.3
9555,35.7306657,126.5298397,2019-10-06 14:00:00,+09:00,78,https://aqicn.org/city/korea/jeonbuk/saemangeum,,pm25,5.6,,59,29.6,1021.1,29,78,3.5,1.5,24.1
9556,6.147431,102.249236,2019-10-06 13:00:00,+08:00,56,https://aqicn.org/city/malaysia/kelantan/kota-bharu,,,,,,,,,,,,
9557,24.4243817,54.433707,2019-10-06 08:00:00,+04:00,156,https://aqicn.org/city/uae/abu-dhabi-city/us-embassy,,pm25,,,,0.5,,138,156,,4.6,
9558,40.8578714,29.1209951,2018-08-21 04:00:00,+02:00,-,http://aqicn.org/city/turkey/marmara/istanbul/buyukada/,,,0.5,,,30.5,,23,57,,0.6,28.5
9559,40.99431,29.069452,2018-08-21 04:00:00,+02:00,-,http://aqicn.org/city/turkey/istanbul/goztepe/,,,0.5,,49.5,30.5,,15,57,,3.1,
9560,41.063062,29.064458,2018-08-23 11:00:00,+02:00,42,http://aqicn.org/city/turkey/istanbul/kandilli/,,pm25,0.2,,49.5,41.1,,30,42,,1.6,
9561,41.251123,29.038281,2018-08-21 04:00:00,+02:00,-,http://aqicn.org/city/turkey/istanbul/kumkoy/,,,5.5,,49.5,30.5,,20,46,,0.6,
9562,41.101315,29.024493,2018-08-23 11:00:00,+02:00,30,http://aqicn.org/city/turkey/istanbul/maslak/,,pm10,0.2,,49.5,30.5,,30,46,,1.6,
9563,41.94577720421463,34.99275910254656,2019-10-06 07:00:00,+03:00,31,https://aqicn.org/city/turkey/sinop/erfelek,,pm10,,17.7,86.6,13.7,1003.9,31,,0.2,5.1,
9564,40.987368,28.72999,2018-08-23 11:00:00,+02:00,34,http://aqicn.org/city/turkey/istanbul/avcilar/,,o3,0.7,,49.5,34.2,,31,46,,0.6,
9565,10.7386965,122.9659937,,+08:00,-,https://aqicn.org/city/philippines/bacolod-city/city-hall,,,,24.8,78.1,,1003.5,,,,,
9566,16.4095395,120.5948075,2019-10-06 14:00:00,+08:00,15,https://aqicn.org/city/philippines/baguio-city/burnham-park,,pm10,,18.5,73.1,,852.3,15,,,,23.6
9567,14.6760413,121.04370029999995,,+08:00,-,https://aqicn.org/city/philippines/manila/quezon-city,,,,,48,,1014,,,,,31.15
9568,8.9475377,125.5406234,2019-10-01 23:00:00,+08:00,-,https://aqicn.org/city/philippines/butuan-city/caraga-state-university,,,,23.9,77.5,26.4,,,,,3.1,28.2
9569,14.744046,120.9613027,2019-10-06 13:00:00,+08:00,26,https://aqicn.org/city/philippines/meycauayan-city/city-hall,,pm10,,,70.6,,1008.7,26,,,,31.4
9570,13.6217753,123.1948238,,+08:00,-,https://aqicn.org/city/philippines/naga-city/penro,,,,26.6,73.2,,1009.8,,,0.5,,
9571,6.913047,79.84807,2019-10-06 10:00:00,+05:30,34,https://aqicn.org/city/sri-lanka/colombo/us-embassy,,pm25,,,,,,,34,,,
9572,48.3770478,10.8894009,2019-10-06 06:00:00,+02:00,11,https://aqicn.org/city/germany/bayern/augsburg/bourges-platz,,pm10,0.1,,,3.7,,11,,,,
9573,52.832222222222,13.821944444444,2019-10-06 07:00:00,+02:00,11,https://aqicn.org/city/germany/brandenburg/eberswalde--breite-str.,,pm10,0.1,,78.2,9.8,1017.8,11,25,,,1.1
9574,52.481666666667,13.848055555556,2019-01-03 11:00:00,+01:00,26,https://aqicn.org/city/germany/brandenburg/herzfelde--hauptstrasse,,o3,0.1,,78.6,25.6,1031.4,13,6,,,0.9
9575,52.082833,21.111077,2019-01-08 13:00:00,+01:00,-,https://aqicn.org/city/poland/mazowieckie/konstancin/jeziorna,,,5.2,,,11.7,,38,95,,8.3,-4.4
9576,52.285141,20.933098,2019-01-08 12:00:00,+01:00,-,https://aqicn.org/city/poland/mazowieckie/warszawa/tolstoja,,,4.6,,,17,1010.3,47,22,,4.4,-6.1
9577,49.546551,21.851008,2019-10-06 05:00:00,+02:00,49,https://aqicn.org/city/poland/podkarpacki/rymanow-zdroj,,pm25,,,,,981.9,12,49,0.1,,5.5
9578,50.29912,21.44101,2019-10-06 04:00:00,+02:00,44,https://aqicn.org/city/poland/podkarpacki/mielec-biernackiego-wios,,pm25,,,,12.6,1011.4,8,44,,0.5,7.2
9579,56.45974,-2.970708,2019-10-06 03:00:00,+01:00,17,https://aqicn.org/city/united-kingdom/scotland/dundee-whitehall-street,,pm25,,,,,,8,17,,,
9580,55.9425,-3.281111,2019-10-06 02:00:00,+01:00,9,https://aqicn.org/city/united-kingdom/scotland/edinburgh-st-johns-road,,pm25,4,,93.7,18.7,1006.7,3,9,,4.1,9.3
9581,56.002188,-3.784352,2019-03-20 23:00:00,+00:00,10,https://aqicn.org/city/united-kingdom/scotland/falkirk-grahams-road,,pm10,,,,,1022.2,10,17,,1.1,10.5
9582,56.013572,-3.789022,2019-10-06 03:00:00,+01:00,8,https://aqicn.org/city/united-kingdom/scotland/falkirk-main-st-bainsford,,pm10,,,85.1,,1005.9,8,9,,2.6,10.3
9583,55.836203,-4.508783,2019-10-06 03:00:00,+01:00,5,https://aqicn.org/city/united-kingdom/scotland/renfrewshire-johnston,,pm25,,,,31.7,,1,5,,,10.5
9584,55.798813,-4.058363,2019-10-06 01:00:00,+01:00,5,https://aqicn.org/city/united-kingdom/scotland/south-lanarkshire-raith-interchange-2,,pm25,,,,26,1000.6,2,5,,3.6,9.6
9585,8.5140567,76.9477422,2019-10-06 10:00:00,+05:30,91,https://aqicn.org/city/india/thiruvananthapuram/plammoodu,,pm25,7,,,16.5,750.5,32,91,,0.7,29.4
9586,28.8253591,78.7830383,2019-10-02 15:00:00,+05:30,114,https://aqicn.org/city/india/moradabad/lajpat-nagar,,pm25,5.1,22.4,52.25,22,,72,114,,7.2,28.425
9587,19.858547,99.90148,2019-10-06 12:00:00,+07:00,69,https://aqicn.org/city/thailand/chiangrai---gaia-station-07,,pm25,,,,,,21.1,69,,,
9588,,,2018-09-13 23:00:00,-08:00,16,http://aqicn.org/city/california/coast---central-bay/berkeley-aquatic-park/,,o3,62,,,16,,,5,,,
9589,37.3485,-121.895,2018-09-14 00:00:00,-08:00,13,http://aqicn.org/city/california/santa-clara-valley/san-jose-jackson-st./,,pm25,33.4,,81.3,20,,,13,,0.2,12.9
9590,,,2018-09-14 00:00:00,-08:00,21,http://aqicn.org/city/california/santa-clara-valley/san-jose-knox-av/,,pm25,45.6,,,,,,21,,,
9591,,,2018-09-14 00:00:00,-08:00,25,http://aqicn.org/city/california/northern-zone/napa-napa-valley-college/,,pm25,34.5,,,19.2,,,25,,,
9592,44.393136,-73.858953,2019-10-05 23:00:00,-04:00,2,https://aqicn.org/city/usa/newyork/whiteface-base,,pm25,,,,17.6,,,2,,,
9593,42.6311,-73.76555,2019-10-05 23:00:00,-04:00,32,https://aqicn.org/city/usa/newyork/south-albany,,pm25,181,,90,500,1027.6,,32,,,42.6
9594,42.64199,-73.765892,2018-09-12 16:00:00,-04:00,-,https://aqicn.org/city/usa/newyork/3rd-avenue-albany,,,2,,,25.6,1020.5,,20,,,
9595,42.988286,-78.918465,2019-10-05 23:00:00,-04:00,15,https://aqicn.org/city/usa/newyork/grand-island-blvd,,pm25,1.8,,73.5,,,,15,,,12.7
9596,40.739264,-73.817694,2019-10-05 23:00:00,-04:00,35,https://aqicn.org/city/usa/newyork/queens-near-road,,pm25,3,,60.1,16.8,1028.2,,35,,,13.9
9597,43.145021,-77.557608,2019-10-05 23:00:00,-04:00,10,https://aqicn.org/city/usa/newyork/rochester-near-rd,,pm25,2.5,,89.5,13.6,1020.1,,10,,,7.6
9598,42.92111,-78.76611,2019-10-05 23:00:00,-04:00,17,https://aqicn.org/city/usa/newyork/buffalo-near-road,,pm25,1.8,,,25.6,1018.9,,17,,,
9599,48.760036,-122.456463,2019-10-05 20:00:00,-07:00,34,https://aqicn.org/city/usa/washington/bellingham/pacific-st,,pm25,,,92.8,4,,,34,,0.3,8.8
9600,48.52059,-122.61428,2019-10-05 20:00:00,-07:00,30,https://aqicn.org/city/usa/washington/anacortes-202-o-avenue,,pm25,,,,4.8,1028.1,,30,,1.5,7.7
9601,47.18631,-122.45154,2019-10-05 21:00:00,-07:00,61,https://aqicn.org/city/usa/washington/tacoma/l-street,,pm25,,,,,1029.5,,61,,,8.8
9602,30.0583,-94.9781,2016-10-30 00:00:00,-06:00,-,https://aqicn.org/city/texas/houston/uh-west-liberty,,,,,,,1012.7,,,,0.2,23.3
9603,36.48943,-118.82914,2019-10-05 20:00:00,-07:00,61,https://aqicn.org/city/california/tulare/sequoia-national-park-ash-mountain,,pm10,,,,0.1,1017.2,61,21,,1.5,13.3
9604,38.49444,-121.21115,2019-10-05 21:00:00,-07:00,24,https://aqicn.org/city/california/sacramento/sloughhouse,,o3,1.6,,,24.1,1015.5,15,17,,5.8,15.8
9605,36.1022,-119.56564,2019-10-05 19:00:00,-07:00,64,https://aqicn.org/city/california/kings/corcoran-patterson-avenue,,pm10,,,68.3,13.6,1016.3,64,40,,1.5,
9606,33.859444,-118.200278,2019-10-05 20:00:00,-07:00,58,https://aqicn.org/city/california/los-angeles/long-beach-route-710-near-road,,pm25,3.4,,81.5,20,1014.5,40,58,,4.3,15.2
9607,34.030833,-117.61722,2019-10-05 20:00:00,-07:00,62,https://aqicn.org/city/california/san-bernardino/ontario-route-60-near-road,,pm25,6.7,,50.6,32,1015.4,51,62,,1.5,19.3
9608,32.789561,-116.944222,2019-10-05 21:00:00,-07:00,39,https://aqicn.org/city/california/san-diego/el-cajon-lexington-elementary-school,,pm25,3.5,,,28.1,1011.4,,39,,,17.5
9609,32.6403,-115.506,2019-07-15 08:00:00,-07:00,50,https://aqicn.org/city/california/mexicali/mexicali-cobach,,pm25,1.6,,,0.8,1007.3,65,50,,2.9,38.8
9610,32.6292,-115.446,2018-04-21 01:00:00,-07:00,72,http://aqicn.org/?city=California/Mexicali/Mexicali-UABC,,pm10,9.3,,,2.4,1015.5,72,21,,1.5,15.8
9611,42.702223,-73.110414,2019-10-05 23:00:00,-04:00,21,https://aqicn.org/city/usa/massachusett/north-adams,,pm25,,,,5.6,1028.4,,21,,,
9612,19.50977778,-155.9134167,2019-10-05 17:00:00,-10:00,5,https://aqicn.org/city/usa/hawaii/kona,,pm25,,,80.6,,1018.4,,5,,1.5,26.6
9613,20.869444,-156.492417,2019-10-05 18:00:00,-10:00,5,https://aqicn.org/city/usa/hawaii/kahului,,pm25,,,,,1012.5,,5,,,24.4
9614,43.600699,-116.347853,2019-10-05 21:00:00,-08:00,13,https://aqicn.org/city/usa/idaho/st-lukes,,o3,11.2,,58.6,12.8,1027.7,30,66,,1.5,8.7
9615,43.618889,-116.213611,2019-10-05 20:00:00,-08:00,22,https://aqicn.org/city/usa/idaho/boise-fire-station,,pm10,7.8,,,20.8,1027.5,22,21,,1.5,8.1
9616,32.322573,-111.037709,2019-10-05 21:00:00,-07:00,20,https://aqicn.org/city/usa/pima-county/orange-grove,,o3,2.6,,,20,1015.7,17,13,,0.2,25.3
9617,32.202148,-110.967915,2019-10-05 21:00:00,-07:00,25,https://aqicn.org/city/usa/pima-county/south-tucson,,pm25,2.6,,,16,,18,25,,0.2,
9618,-28.831,31.894,2019-10-06 06:00:00,+02:00,-,https://aqicn.org/city/south-africa/richardsbay/felixton,,,,17.4,87.1,,,6,,1.8,1.9,19.6
9619,-28.6636739,32.0226548,2019-10-06 06:00:00,+02:00,20,https://aqicn.org/city/south-africa/richardsbay/enseleni,,pm10,,17.4,87.1,,,20,,1.8,7.5,19.6
9620,35.3289968,-106.4766464,2018-11-08 14:00:00,-07:00,36,https://aqicn.org/city/usa/new-mexico/pm,,o3,,,30.3,36.1,1017.7,,5,,,14.2
9621,32.310332,-106.751211,2019-10-05 21:00:00,-06:00,9,https://aqicn.org/city/usa/new-mexico/las-cruces-ed,,pm25,,,,38.4,1019.1,7,9,,,19.4
9622,35.1353,-106.584702,2019-10-05 21:00:00,-06:00,25,https://aqicn.org/city/usa/new-mexico/del-norte,,pm25,2,,49.5,20,1014.8,13,25,,1.5,14.4
9623,35.185,-106.5077,2019-10-05 21:00:00,-06:00,33,https://aqicn.org/city/usa/new-mexico/tramway,,o3,,,38.2,32.8,1024.5,9,13,,,13.7
9624,35.0186,-106.651901,2019-10-05 21:00:00,-06:00,39,https://aqicn.org/city/usa/new-mexico/south-valley,,pm25,3.3,,,2.4,1020.9,30,39,,,
9625,27.928333333333,-82.454444444444,2019-10-05 23:00:00,-06:00,22,https://aqicn.org/city/usa/florida/hillsborough/coast-guard-station-davis-island,,pm25,1.4,,,2.9,1008.5,14,22,,0.6,24.4
9626,26.593888888889,-80.058611111111,2019-10-05 23:00:00,-06:00,9,https://aqicn.org/city/usa/florida/palm-beach/lantana-preserve,,o3,,,,9.4,1013.7,,,,,26.2
9627,26.053888888889,-80.256944444444,2019-10-06 00:00:00,-06:00,7,https://aqicn.org/city/usa/florida/broward/daniela-banu-ncore,,o3,0.9,,81.5,6.5,1012.9,,5,,0.6,26.6
9628,30.356388888889,-81.635277777778,2019-10-05 23:00:00,-06:00,37,https://aqicn.org/city/usa/florida/duval/kooker-park--jacksonville,,pm25,6.4,,,17.5,,25,37,,0.6,30.5
9629,-81.6875,30.320555555556,2018-06-29 09:00:00,-06:00,38,http://aqicn.org/?city=USA/Florida/Duval/Rossell,,pm25,6.4,,,5,1013.2,31,38,,0.6,24.4
9630,27.864166666667,-82.384166666667,2019-10-06 00:00:00,-06:00,18,https://aqicn.org/city/usa/florida/hillsborough/gardinier-park,,pm25,2.5,,87.7,2.9,1014.8,11,18,,1.1,
9631,39.785622,-104.98846,2019-10-05 22:00:00,-06:00,27,https://aqicn.org/city/usa/colorado/i-25-globeville,,pm10,1,,27,12.6,1012.1,27,25,,0.6,12.2222
9632,39.5318,-107.78229,2019-10-05 19:00:00,-06:00,5,https://aqicn.org/city/usa/colorado/rifle-pm,,pm25,,,,,1010.7,,5,,,
9633,,,2019-10-05 22:00:00,-06:00,13,https://aqicn.org/city/usa/colorado/swansea,,pm25,1,,,,,5,13,,,
9634,44.1169585,-123.1202975,2019-10-05 20:00:00,-05:50,38,https://aqicn.org/city/usa/lane/santa-clara-madison-middle-school,,pm25,,,,,1026.9,,38,,,8.8
9635,41.3694,-111.0419,2019-10-05 22:00:00,-07:00,28,https://aqicn.org/city/usa/wyoming/murphy-ridge,,o3,,,60.8,28.1,1026.8,7,,,,-0.5
9636,30.377501,-88.533897,2019-10-05 23:00:00,-06:00,40,https://aqicn.org/city/usa/mississippi/pascagoula,,pm25,,,,15.2,1014.9,,40,,,23.3
9637,30.3008,-89.395798,2019-10-05 23:00:00,-06:00,21,https://aqicn.org/city/usa/mississippi/waveland,,pm25,,,,14.5,1015.1,,21,,,23.8
9638,35.7197,-84.3417,2019-10-05 23:00:00,-06:00,34,https://aqicn.org/city/usa/tennessee/loudonms,,pm25,,,80.3,28.9,1019.9,,34,,,20.7
9639,,,2018-01-23 06:00:00,-05:00,38,http://aqicn.org/?city=USA/Connecticut/Hartford,,pm25,,,,,,,38,,,1.1
9640,41.526885,-88.116474,2019-10-05 22:00:00,-06:00,34,https://aqicn.org/city/usa/illinois/joliet,,pm25,,,90.7,,1013.2,,34,,,
9641,39.831921,-89.644164,2019-10-05 22:00:00,-06:00,45,https://aqicn.org/city/usa/illinois/springfield-ag,,pm25,,,,,1014.5,,45,,,
9642,44.798859,-68.769676,2019-05-01 07:00:00,-05:00,55,https://aqicn.org/city/usa/maine/bangor-kps,,pm25,,,33.6,,1030.8,,55,,,5.7
9643,47.38443,-94.60166,2019-10-05 22:00:00,-06:00,5,https://aqicn.org/city/usa/minnesota/leech-lake-nation-cass-lake,,pm25,,,16.5,,,,5,,,7.2
9644,45.806357,-108.426551,2019-10-05 21:00:00,-07:00,10,https://aqicn.org/city/usa/montana/billlings-lockwood,,pm25,,,64.6,,1019.2,,10,,,
9645,38.042,114.562,2019-10-06 12:00:00,+08:00,78,https://aqicn.org/city/hebei/shijiazhuangshi/22zhongnanxiaoqu,,pm25,2.5,,,6.1,,52,78,,10.2,
9646,38.088,114.06,2019-10-06 12:00:00,+08:00,89,https://aqicn.org/city/hebei/shijiazhuangshi/jingxingkuangqunanzhaixiaoxue,,pm25,10.7,8.3,64.2,15.1,1017.6,46,89,,7.1,
9647,38.021,114.157,2019-10-06 12:00:00,+08:00,89,https://aqicn.org/city/hebei/shijiazhuangshi/jingxingxian3502shenghuoqu,,pm25,7.5,8.3,64.2,13.5,1017.6,46,89,,3.1,
9648,38.133,114.562,2019-10-06 12:00:00,+08:00,76,https://aqicn.org/city/hebei/shijiazhuangshi/zhengdingxiandangxiao,,pm25,3.7,,,17.1,,48,76,,3.1,
